latitude,longitude,L1,L2,L3,L4,L5,L6,L7,LC_code
8.050566000000000,-0.959697847510258,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
8.060831000000000,-0.584723114423197,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
8.040336999999999,-0.757589874056518,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
8.034941000000000,-0.587815619234011,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
8.036042000000000,-1.896982212783159,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
8.029776000000000,-1.477061942525178,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
8.034719000000004,-1.006667242712856,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
8.019408000000000,-1.020369026796605,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
8.021280000000004,-1.625243718451312,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
8.015860999999999,-1.315464709116344,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
8.009232000000004,-2.019286945108351,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
8.005610000000004,-1.012881513766279,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
8.001268000000000,-0.255441482079089,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
8.004424999999999,-1.912626559319792,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.999049000000000,-1.320367847614748,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.995179000000000,-1.399746885415963,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.993332000000000,-2.087975511742152,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.989745000000000,-0.653647653220104,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.978313000000000,-0.610455096127581,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.977706000000000,-2.484878933647251,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.968705000000000,-0.863066092625365,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.960998000000000,-1.145846860228870,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.947853000000000,-1.157805405068748,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.952211000000000,-1.646632233031577,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.929719000000000,-0.369209056405435,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.922582000000000,-0.059622260647667,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.929025000000000,-1.067287297776676,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.932188000000000,-2.304788445616542,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.926016000000000,-2.086800092550075,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.924812000000000,-1.127237054453242,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.916937000000000,-0.011115959756417,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.924066000000000,-2.430560567665298,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.924515000000000,-1.888173620658160,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.922583000000000,-1.740256007737229,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.939867000000000,-2.391143974528690,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.926341000000000,-2.006120050888441,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.912861000000000,-0.993905281375834,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.901070000000000,-1.288002143319422,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.888422000000000,0.258410174857518,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.892603000000000,-1.225647985943220,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.888712000000000,-0.300594871164373,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.879701000000000,-1.258339078387840,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.878782000000000,-1.749504619469546,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.870426000000000,-0.236197521599782,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.858516000000000,0.243552943425179,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.858471000000000,-1.843408625354655,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.853127000000000,0.016166321825391,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.852399000000000,-2.166501533529759,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.856190000000000,-1.818871774229818,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.851106000000000,-2.229559761957267,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.846036000000000,-0.739688698631104,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.870668000000000,-2.347950517609370,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.807144000000000,-1.994243896232438,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.815411000000000,-0.838568058007840,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.803869000000000,-0.952421772957911,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.792642000000000,-2.257181640884612,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.788798000000000,-1.384790542335331,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.792292000000000,-2.402341119321221,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.787663000000000,-0.880820542256327,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.779327000000000,-0.954674852277979,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.779391000000000,-2.459825799187908,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.773868000000000,-1.691144242847973,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.774807000000000,-0.954696753320618,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.748818000000000,-0.292324215569021,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.749300000000000,-0.626080620765834,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.746296000000000,-1.789084432725154,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.737627000000000,-0.531151179681326,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.744540000000000,-1.652758857920463,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.731754000000000,-1.467039328904395,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.730956000000000,-0.854209108550816,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.721095000000000,-1.068245015010405,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.707970000000000,-0.311717313838028,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.707933000000000,-1.158938453138172,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.699443000000000,-1.975136817341390,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.699004000000000,-2.399483388105628,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.700486000000000,-0.843345314439526,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.695499000000000,-2.313879964431472,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.688556000000000,-1.041047758583581,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.691821000000000,-2.366133192533546,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.684285000000000,-0.658736274392251,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.666404000000000,-0.912292278425920,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.663314000000000,0.130588780284998,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.672454000000000,-1.783894159921851,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.666993000000000,-1.101831017038411,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.651537000000000,-1.159871690213414,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.645428000000000,-2.309279841078221,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.640368000000000,-0.633642652742075,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.632883000000000,-2.273362196031545,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.610956000000000,-1.251149371330027,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.602953000000000,-0.979529434536121,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.600874000000000,-0.999644962709006,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.584969000000000,-0.962129392790396,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.564390000000000,-1.659898606402302,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.568225000000000,-1.258588597204906,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.564738000000000,-1.042126299533505,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.563547000000000,-1.744430349926887,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.548527000000000,-1.603740935941729,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.542023000000000,-1.839209932014570,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.556615000000000,-1.761390766431624,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.523208000000000,-0.942223514157438,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.518862000000000,-1.088460276232909,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.487268000000000,-1.857910636943799,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.487069000000000,-1.335526285199855,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.474137000000000,-1.494404907772649,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.474793000000000,-1.808600676765245,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.474968000000000,-1.519106726355878,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.431822000000000,0.366117234924456,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.423854000000000,-1.344639405788766,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.423471000000000,-1.240776706226619,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.391697000000000,0.356600434573765,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.388846000000000,-2.829187516148352,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.381258000000000,-1.940050559335900,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.368143000000000,-2.899792048300925,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.367996000000000,-2.521102231489881,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.349235000000000,-1.448573764635223,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.328392000000000,-1.450529954937576,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.325913000000000,-1.352515126558213,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.292172000000000,-2.823747518505837,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.270996000000000,-1.399024346753509,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.268174000000000,-2.344715647927915,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.268457000000000,-2.330390541377834,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.263717000000000,-1.714564457383536,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.251574000000000,-1.581394306115789,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.237837000000000,-1.406538308665749,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.231501000000000,-2.061968285274788,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.169339000000000,-1.131598016382976,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.168081000000000,-1.308298213184173,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.150033000000000,-2.059044150544662,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.139821000000000,-2.010147924783774,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.134361000000000,-1.844291358616577,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.131487000000000,-1.392976831945823,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.122405000000000,-1.824973270295773,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.088887000000000,0.395593819321259,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.088373000000000,0.369222680867780,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.080055000000000,0.367667461846685,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.047721000000000,0.466548880163567,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.035072000000000,-2.181065295990354,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.013109000000000,0.582623538079443,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.013529000000000,-2.078424551104901,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
7.003454000000000,-2.985013915943103,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.977153000000000,-0.392439887579961,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.969466000000000,-0.435286567610638,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.938575000000000,-3.010955475374774,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.950426000000000,-0.275036921654199,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.921801000000000,-1.002597855961446,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.892138000000000,-0.940367593472578,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.885856000000000,-1.021167726944454,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.882889000000000,-0.341890499423549,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.895161000000000,-0.455361719399439,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.852951000000000,-0.206701897328713,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.838175000000000,0.359472786489967,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.834774000000000,-0.990625338652406,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.753682000000000,0.331433939422960,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.600196000000000,-1.203971788155980,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.551612000000000,-0.363635324334228,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.449892000000000,0.723071112549237,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.395705000000000,0.732556303260326,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.384964000000000,0.068000105615025,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.383205000000000,-0.140444485814990,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.365629000000000,-0.224598677885117,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.342226000000000,-0.252479082767475,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.325773000000000,-0.273304461426005,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.321025000000000,-0.341823816761334,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
6.298489000000000,-0.135007907934652,Vegetated,Cultivated veget,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,Cultivated rainfed,"5"
